binomial,genus,epithet,family,order,group,nb,nb_sources,nb_countries,nb_sites,wsg_est,wsg_est_trunk,wsg_est_branch,wsg_raw
Jacaranda mimosifolia,Jacaranda,mimosifolia,Bignoniaceae,Lamiales,Angiosperms,13,9,9,12,0.52,0.5,0.63,0.52
Lamanonia brasiliensis,Lamanonia,brasiliensis,Cunoniaceae,Oxalidales,Angiosperms,1,1,1,1,0.61,0.61,0.57,0.65
Lamanonia ternata,Lamanonia,ternata,Cunoniaceae,Oxalidales,Angiosperms,7,5,1,5,0.59,0.61,0.54,0.59
Lecointea amazonica,Lecointea,amazonica,Fabaceae,Fabales,Angiosperms,5,4,3,4,0.87,0.87,0.75,0.88
Lecythis idatimon,Lecythis,idatimon,Lecythidaceae,Ericales,Angiosperms,22,10,4,15,0.71,0.73,0.64,0.72
Lecythis lurida,Lecythis,lurida,Lecythidaceae,Ericales,Angiosperms,11,10,3,10,0.76,0.76,0.67,0.78
Lecythis pisonis,Lecythis,pisonis,Lecythidaceae,Ericales,Angiosperms,19,12,5,13,0.78,0.8,0.64,0.82
Leptolobium dasycarpum,Leptolobium,dasycarpum,Fabaceae,Fabales,Angiosperms,5,4,1,4,0.67,0.67,0.66,0.65
Leptolobium elegans,Leptolobium,elegans,Fabaceae,Fabales,Angiosperms,2,2,2,2,0.64,0.64,0.63,0.6
Leptolobium nitens,Leptolobium,nitens,Fabaceae,Fabales,Angiosperms,5,5,3,5,0.77,0.77,0.69,0.8
Libidibia ferrea,Libidibia,ferrea,Fabaceae,Fabales,Angiosperms,10,7,3,7,0.92,0.92,0.8,0.95
Leptobalanus apetalus,Leptobalanus,apetalus,Chrysobalanaceae,Malpighiales,Angiosperms,28,8,5,14,0.64,0.64,0.65,0.64
Leptobalanus octandrus,Leptobalanus,octandrus,Chrysobalanaceae,Malpighiales,Angiosperms,17,8,3,10,0.7,0.66,0.71,0.7
Microdesmia rigida,Microdesmia,rigida,Chrysobalanaceae,Malpighiales,Angiosperms,3,3,1,3,0.7,0.7,0.65,0.69
Moquilea tomentosa,Moquilea,tomentosa,Chrysobalanaceae,Malpighiales,Angiosperms,2,2,1,2,0.71,0.71,0.66,0.75
Lindackeria paraensis,Lindackeria,paraensis,Achariaceae,Malpighiales,Angiosperms,1,1,1,1,0.65,0.65,0.6,0.71
Luehea divaricata,Luehea,divaricata,Malvaceae,Malvales,Angiosperms,12,11,2,11,0.51,0.51,0.48,0.49
Machaerium scleroxylon,Machaerium,scleroxylon,Fabaceae,Fabales,Angiosperms,10,7,2,7,0.75,0.76,0.68,0.77
Maclura tinctoria,Maclura,tinctoria,Moraceae,Rosales,Angiosperms,47,26,13,36,0.72,0.72,0.67,0.73
Magnolia ovata,Magnolia,ovata,Magnoliaceae,Magnoliales,Angiosperms,6,5,1,5,0.46,0.47,0.49,0.47
Magonia pubescens,Magonia,pubescens,Sapindaceae,Sapindales,Angiosperms,4,3,2,4,0.73,0.74,0.68,0.73
Mahurea exstipulata,Mahurea,exstipulata,Calophyllaceae,Malpighiales,Angiosperms,2,2,1,2,0.61,0.61,0.59,0.62
Manilkara bidentata,Manilkara,bidentata,Sapotaceae,Ericales,Angiosperms,82,25,14,38,0.84,0.86,0.69,0.85
Manilkara dardanoi,Manilkara,dardanoi,Sapotaceae,Ericales,Angiosperms,1,1,1,1,0.8,0.81,0.66,0.82
Manilkara elata,Manilkara,elata,Sapotaceae,Ericales,Angiosperms,3,3,1,3,0.83,0.83,0.67,0.9
Manilkara longifolia,Manilkara,longifolia,Sapotaceae,Ericales,Angiosperms,2,2,1,2,0.84,0.84,0.68,0.94
Manilkara rufula,Manilkara,rufula,Sapotaceae,Ericales,Angiosperms,2,2,1,2,0.85,0.85,0.68,0.95
Manilkara salzmannii,Manilkara,salzmannii,Sapotaceae,Ericales,Angiosperms,3,3,1,3,0.82,0.82,0.67,0.85
Maprounea guianensis,Maprounea,guianensis,Euphorbiaceae,Malpighiales,Angiosperms,28,16,6,18,0.6,0.58,0.64,0.61
Matayba arborescens,Matayba,arborescens,Sapindaceae,Sapindales,Angiosperms,5,4,2,4,0.7,0.7,0.63,0.7
Matayba guianensis,Matayba,guianensis,Sapindaceae,Sapindales,Angiosperms,9,6,3,7,0.7,0.7,0.64,0.7
Mauritia flexuosa,Mauritia,flexuosa,Arecaceae,Arecales,Angiosperms,1,1,1,1,1.08,1.09,0.85,1.3
Maytenus rigida,Maytenus,rigida,Celastraceae,Celastrales,Angiosperms,9,3,1,3,0.72,0.73,0.67,0.77
Melicope triphylla,Melicope,triphylla,Rutaceae,Sapindales,Angiosperms,7,3,3,3,0.49,0.49,0.49,0.49
Metrodorea flavida,Metrodorea,flavida,Rutaceae,Sapindales,Angiosperms,22,3,2,6,0.7,0.72,0.66,0.68
Metrodorea nigra,Metrodorea,nigra,Rutaceae,Sapindales,Angiosperms,4,4,1,4,0.72,0.72,0.66,0.73
Mezilaurus ita-uba,Mezilaurus,ita-uba,Lauraceae,Laurales,Angiosperms,35,16,7,19,0.68,0.68,0.66,0.68
Miconia glazioviana,Miconia,glazioviana,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.7,0.7,0.63,0.82
Miconia mirabilis,Miconia,mirabilis,Melastomataceae,Myrtales,Angiosperms,18,6,5,6,0.55,0.55,0.56,0.53
Miconia multiflora,Miconia,multiflora,Melastomataceae,Myrtales,Angiosperms,4,3,2,4,0.61,0.57,0.61,0.65
Micropholis grandiflora,Micropholis,grandiflora,Sapotaceae,Ericales,Angiosperms,1,1,1,1,0.63,0.63,0.57,0.65
Micropholis venulosa,Micropholis,venulosa,Sapotaceae,Ericales,Angiosperms,30,14,7,21,0.62,0.62,0.58,0.63
Mimosa acutistipula,Mimosa,acutistipula,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.69,0.69,0.65,0.7
Mimosa schomburgkii,Mimosa,schomburgkii,Fabaceae,Fabales,Angiosperms,4,2,1,2,0.7,0.7,0.65,0.72
Mimosa bimucronata,Mimosa,bimucronata,Fabaceae,Fabales,Angiosperms,4,3,2,3,0.6,0.6,0.61,0.59
Mimosa caesalpiniifolia,Mimosa,caesalpiniifolia,Fabaceae,Fabales,Angiosperms,2,1,1,1,0.75,0.76,0.68,0.8
Mimosa myriadena,Mimosa,myriadena,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.68,0.68,0.65,0.68
Mimosa scabrella,Mimosa,scabrella,Fabaceae,Fabales,Angiosperms,5,5,2,5,0.61,0.6,0.62,0.62
Mimosa verrucosa,Mimosa,verrucosa,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.66,0.66,0.64,0.65
Minquartia guianensis,Minquartia,guianensis,Olacaceae,Santalales,Angiosperms,62,24,11,36,0.76,0.75,0.74,0.77
Mora paraensis,Mora,paraensis,Fabaceae,Fabales,Angiosperms,12,3,1,3,0.82,0.82,0.67,0.84
Moronobea coccinea,Moronobea,coccinea,Clusiaceae,Malpighiales,Angiosperms,21,7,4,7,0.72,0.72,0.65,0.74
Moronobea pulchra,Moronobea,pulchra,Clusiaceae,Malpighiales,Angiosperms,1,1,1,1,0.65,0.65,0.62,0.66
Mouriri glazioviana,Mouriri,glazioviana,Melastomataceae,Myrtales,Angiosperms,4,4,1,4,0.77,0.78,0.72,0.78
Mouriri guianensis,Mouriri,guianensis,Melastomataceae,Myrtales,Angiosperms,9,5,3,5,0.71,0.71,0.69,0.68
Myrcia eriocalyx,Myrcia,eriocalyx,Myrtaceae,Myrtales,Angiosperms,2,2,1,2,0.74,0.74,0.69,0.75
Myrcia trichantha,Myrcia,trichantha,Myrtaceae,Myrtales,Angiosperms,2,2,1,2,0.69,0.69,0.67,0.71
Myrcia splendens,Myrcia,splendens,Myrtaceae,Myrtales,Angiosperms,30,15,8,17,0.71,0.72,0.65,0.7
Myrcia vittoriana,Myrcia,vittoriana,Myrtaceae,Myrtales,Angiosperms,2,2,1,2,0.69,0.69,0.67,0.71
Myrocarpus frondosus,Myrocarpus,frondosus,Fabaceae,Fabales,Angiosperms,16,11,3,13,0.71,0.72,0.67,0.72
Myroxylon balsamum,Myroxylon,balsamum,Fabaceae,Fabales,Angiosperms,24,12,8,17,0.78,0.78,0.69,0.76
Nectandra cissiflora,Nectandra,cissiflora,Lauraceae,Laurales,Angiosperms,8,5,2,5,0.51,0.51,0.51,0.54
Nectandra villosa,Nectandra,villosa,Lauraceae,Laurales,Angiosperms,7,7,4,7,0.55,0.55,0.53,0.59
Ochroma pyramidale,Ochroma,pyramidale,Malvaceae,Malvales,Angiosperms,42,22,17,28,0.2,0.19,0.36,0.19
Ocotea aciphylla,Ocotea,aciphylla,Lauraceae,Laurales,Angiosperms,15,10,5,11,0.51,0.51,0.56,0.52
Ocotea corymbosa,Ocotea,corymbosa,Lauraceae,Laurales,Angiosperms,5,3,1,3,0.6,0.59,0.59,0.59
Cryptocarya moschata,Cryptocarya,moschata,Lauraceae,Laurales,Angiosperms,16,5,1,5,0.5,0.5,0.5,0.53
Ocotea densiflora,Ocotea,densiflora,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.54,0.54,0.56,0.58
Ocotea glomerata,Ocotea,glomerata,Lauraceae,Laurales,Angiosperms,16,8,4,9,0.51,0.51,0.54,0.53
Ocotea aurantiodora,Ocotea,aurantiodora,Lauraceae,Laurales,Angiosperms,19,7,3,10,0.56,0.56,0.57,0.57
Ocotea pomaderroides,Ocotea,pomaderroides,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.61,0.62,0.59,0.72
Ocotea odorifera,Ocotea,odorifera,Lauraceae,Laurales,Angiosperms,13,10,2,10,0.54,0.54,0.56,0.54
Ocotea spixiana,Ocotea,spixiana,Lauraceae,Laurales,Angiosperms,3,3,1,3,0.58,0.59,0.56,0.59
Onychopetalum amazonicum,Onychopetalum,amazonicum,Annonaceae,Magnoliales,Angiosperms,8,6,2,6,0.56,0.56,0.52,0.58
Ormosia coccinea,Ormosia,coccinea,Fabaceae,Fabales,Angiosperms,20,9,7,10,0.6,0.61,0.53,0.6
Ormosia coutinhoi,Ormosia,coutinhoi,Fabaceae,Fabales,Angiosperms,9,4,4,6,0.51,0.51,0.49,0.52
Ormosia flava,Ormosia,flava,Fabaceae,Fabales,Angiosperms,6,4,2,4,0.65,0.66,0.58,0.67
Ormosia paraensis,Ormosia,paraensis,Fabaceae,Fabales,Angiosperms,10,5,3,5,0.6,0.6,0.53,0.63
Ouratea rigida,Ouratea,rigida,Ochnaceae,Malpighiales,Angiosperms,1,1,1,1,0.72,0.73,0.67,0.76
Pachira aquatica,Pachira,aquatica,Malvaceae,Malvales,Angiosperms,19,13,9,15,0.45,0.44,0.52,0.44
Paratecoma peroba,Paratecoma,peroba,Bignoniaceae,Lamiales,Angiosperms,7,6,2,6,0.63,0.63,0.59,0.65
Parinari rodolphi,Parinari,rodolphi,Chrysobalanaceae,Malpighiales,Angiosperms,6,5,4,6,0.69,0.7,0.65,0.72
Parkia gigantocarpa,Parkia,gigantocarpa,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.46,0.46,0.57,0.48
Parkia igneiflora,Parkia,igneiflora,Fabaceae,Fabales,Angiosperms,3,3,2,3,0.49,0.47,0.56,0.52
Parkia multijuga,Parkia,multijuga,Fabaceae,Fabales,Angiosperms,18,10,4,11,0.42,0.41,0.55,0.44
Parkia nitida,Parkia,nitida,Fabaceae,Fabales,Angiosperms,29,15,8,18,0.39,0.37,0.61,0.39
Parkia panurensis,Parkia,panurensis,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.5,0.5,0.58,0.56
Parkia pendula,Parkia,pendula,Fabaceae,Fabales,Angiosperms,29,17,7,19,0.46,0.47,0.57,0.49
Parkia platycephala,Parkia,platycephala,Fabaceae,Fabales,Angiosperms,2,2,1,2,0.57,0.57,0.62,0.64
Paubrasilia echinata,Paubrasilia,echinata,Fabaceae,Fabales,Angiosperms,4,3,2,3,0.85,0.85,0.73,0.88
Peltogyne catingae,Peltogyne,catingae,Fabaceae,Fabales,Angiosperms,4,3,1,3,0.75,0.75,0.68,0.83
Peltogyne lecointei,Peltogyne,lecointei,Fabaceae,Fabales,Angiosperms,4,3,2,4,0.78,0.78,0.69,0.82
Peltogyne paniculata,Peltogyne,paniculata,Fabaceae,Fabales,Angiosperms,22,11,7,17,0.79,0.8,0.67,0.79
Peltophorum dubium,Peltophorum,dubium,Fabaceae,Fabales,Angiosperms,15,10,3,11,0.65,0.68,0.5,0.64
Pera glabrata,Pera,glabrata,Peraceae,Malpighiales,Angiosperms,11,8,4,10,0.63,0.63,0.63,0.63
Piptadenia gonoacantha,Piptadenia,gonoacantha,Fabaceae,Fabales,Angiosperms,9,9,2,9,0.64,0.64,0.61,0.65
Piptadenia retusa,Piptadenia,retusa,Fabaceae,Fabales,Angiosperms,42,7,2,8,0.67,0.67,0.63,0.71
Plathymenia reticulata,Plathymenia,reticulata,Fabaceae,Fabales,Angiosperms,11,6,2,7,0.57,0.55,0.59,0.56
Platonia insignis,Platonia,insignis,Clusiaceae,Malpighiales,Angiosperms,22,9,5,10,0.68,0.69,0.63,0.7
Platycyamus regnellii,Platycyamus,regnellii,Fabaceae,Fabales,Angiosperms,4,4,1,4,0.67,0.69,0.62,0.71
Platymiscium pinnatum,Platymiscium,pinnatum,Fabaceae,Fabales,Angiosperms,42,17,11,22,0.73,0.73,0.68,0.73
Platymiscium trinitatis,Platymiscium,trinitatis,Fabaceae,Fabales,Angiosperms,13,6,5,9,0.78,0.78,0.7,0.81
Platypodium elegans,Platypodium,elegans,Fabaceae,Fabales,Angiosperms,20,9,5,11,0.72,0.71,0.71,0.72
Plenckia populnea,Plenckia,populnea,Celastraceae,Celastrales,Angiosperms,3,3,1,3,0.65,0.66,0.61,0.63
Podocarpus brasiliensis,Podocarpus,brasiliensis,Podocarpaceae,Cupressales,Gymnosperms,1,1,1,1,0.43,0.43,0.5,0.4
Podocarpus lambertii,Podocarpus,lambertii,Podocarpaceae,Cupressales,Gymnosperms,5,5,2,5,0.46,0.45,0.5,0.44
Podocarpus sellowii,Podocarpus,sellowii,Podocarpaceae,Cupressales,Gymnosperms,1,1,1,1,0.43,0.43,0.5,0.41
Cenostigma pluviosum,Cenostigma,pluviosum,Fabaceae,Fabales,Angiosperms,13,8,4,10,0.79,0.8,0.7,0.79
Cenostigma pyramidale,Cenostigma,pyramidale,Fabaceae,Fabales,Angiosperms,23,5,1,5,0.77,0.77,0.69,0.81
Pourouma bicolor,Pourouma,bicolor,Urticaceae,Rosales,Angiosperms,49,13,9,22,0.37,0.36,0.49,0.37
Pouteria caimito,Pouteria,caimito,Sapotaceae,Ericales,Angiosperms,19,13,8,17,0.75,0.76,0.67,0.76
Pouteria egregia,Pouteria,egregia,Sapotaceae,Ericales,Angiosperms,12,9,6,11,0.79,0.8,0.71,0.82
Pouteria gardneriana,Pouteria,gardneriana,Sapotaceae,Ericales,Angiosperms,3,3,2,3,0.65,0.66,0.62,0.64
Pouteria macrophylla,Pouteria,macrophylla,Sapotaceae,Ericales,Angiosperms,17,10,3,12,0.74,0.75,0.65,0.75
Pouteria ramiflora,Pouteria,ramiflora,Sapotaceae,Ericales,Angiosperms,5,4,1,4,0.68,0.7,0.64,0.67
Pouteria reticulata,Pouteria,reticulata,Sapotaceae,Ericales,Angiosperms,26,12,7,16,0.73,0.73,0.65,0.71
Pouteria tenuisepala,Pouteria,tenuisepala,Sapotaceae,Ericales,Angiosperms,3,2,2,2,0.77,0.77,0.67,0.81
Pouteria torta,Pouteria,torta,Sapotaceae,Ericales,Angiosperms,33,15,8,19,0.75,0.77,0.66,0.76
Pradosia cochlearia,Pradosia,cochlearia,Sapotaceae,Ericales,Angiosperms,20,5,3,5,0.76,0.77,0.67,0.78
Neltuma juliflora,Neltuma,juliflora,Fabaceae,Fabales,Angiosperms,15,13,8,14,0.67,0.67,0.64,0.68
Protium araguense,Protium,araguense,Burseraceae,Sapindales,Angiosperms,1,1,1,1,0.55,0.55,0.55,0.56
Protium brasiliense,Protium,brasiliense,Burseraceae,Sapindales,Angiosperms,4,3,1,3,0.53,0.53,0.55,0.64
Protium heptaphyllum,Protium,heptaphyllum,Burseraceae,Sapindales,Angiosperms,53,18,8,25,0.6,0.6,0.57,0.62
Protium paniculatum,Protium,paniculatum,Burseraceae,Sapindales,Angiosperms,4,3,1,4,0.52,0.52,0.51,0.53
Pseudobombax longiflorum,Pseudobombax,longiflorum,Malvaceae,Malvales,Angiosperms,3,2,1,2,0.38,0.32,0.39,0.39
Pseudobombax marginatum,Pseudobombax,marginatum,Malvaceae,Malvales,Angiosperms,7,7,2,7,0.28,0.29,0.35,0.29
Pterocarpus santalinoides,Pterocarpus,santalinoides,Fabaceae,Fabales,Angiosperms,8,4,6,7,0.49,0.49,0.58,0.47
Pterodon emarginatus,Pterodon,emarginatus,Fabaceae,Fabales,Angiosperms,10,7,2,7,0.76,0.78,0.68,0.75
Pterogyne nitens,Pterogyne,nitens,Fabaceae,Fabales,Angiosperms,19,13,5,16,0.68,0.68,0.62,0.67
Qualea acuminata,Qualea,acuminata,Vochysiaceae,Myrtales,Angiosperms,2,2,1,2,0.62,0.63,0.59,0.64
Qualea brevipedicellata,Qualea,brevipedicellata,Vochysiaceae,Myrtales,Angiosperms,5,5,1,5,0.64,0.64,0.6,0.67
Qualea cordata,Qualea,cordata,Vochysiaceae,Myrtales,Angiosperms,3,2,1,2,0.64,0.62,0.61,0.63
Qualea grandiflora,Qualea,grandiflora,Vochysiaceae,Myrtales,Angiosperms,10,7,1,7,0.64,0.66,0.6,0.61
Qualea homosepala,Qualea,homosepala,Vochysiaceae,Myrtales,Angiosperms,3,3,2,3,0.64,0.64,0.6,0.68
Qualea labouriauana,Qualea,labouriauana,Vochysiaceae,Myrtales,Angiosperms,1,1,1,1,0.64,0.64,0.6,0.68
Qualea paraensis,Qualea,paraensis,Vochysiaceae,Myrtales,Angiosperms,19,13,4,14,0.6,0.61,0.57,0.63
Qualea parviflora,Qualea,parviflora,Vochysiaceae,Myrtales,Angiosperms,8,7,1,7,0.63,0.64,0.6,0.59
Rhamnidium elaeocarpum,Rhamnidium,elaeocarpum,Rhamnaceae,Rosales,Angiosperms,5,5,3,5,0.58,0.61,0.52,0.56
Rhizophora mangle,Rhizophora,mangle,Rhizophoraceae,Malpighiales,Angiosperms,28,13,13,16,0.83,0.88,0.69,0.83
Roupala montana,Roupala,montana,Proteaceae,Proteales,Angiosperms,45,13,6,16,0.71,0.72,0.63,0.72
Salacia elliptica,Salacia,elliptica,Celastraceae,Celastrales,Angiosperms,7,4,4,6,0.57,0.57,0.58,0.6
Salvertia convallariodora,Salvertia,convallariodora,Vochysiaceae,Myrtales,Angiosperms,3,3,1,3,0.63,0.64,0.59,0.66
Sapindus saponaria,Sapindus,saponaria,Sapindaceae,Sapindales,Angiosperms,26,12,12,19,0.65,0.65,0.62,0.65
Didymopanax distractiflorus,Didymopanax,distractiflorus,Araliaceae,Apiales,Angiosperms,3,2,1,2,0.53,0.54,0.54,0.56
Didymopanax macrocarpus,Didymopanax,macrocarpus,Araliaceae,Apiales,Angiosperms,7,6,1,6,0.63,0.62,0.61,0.61
Didymopanax morototoni,Didymopanax,morototoni,Araliaceae,Apiales,Angiosperms,81,33,14,49,0.43,0.43,0.48,0.43
Schinopsis brasiliensis,Schinopsis,brasiliensis,Anacardiaceae,Sapindales,Angiosperms,8,7,2,8,0.86,0.88,0.76,0.85
Schizolobium parahyba,Schizolobium,parahyba,Fabaceae,Fabales,Angiosperms,35,23,12,27,0.39,0.39,0.44,0.39
Scleronema micranthum,Scleronema,micranthum,Malvaceae,Malvales,Angiosperms,35,13,3,16,0.58,0.57,0.6,0.6
Senegalia martiusiana,Senegalia,martiusiana,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.64,0.64,0.64,0.62
Senegalia polyphylla,Senegalia,polyphylla,Fabaceae,Fabales,Angiosperms,26,12,7,16,0.64,0.63,0.66,0.64
Senna reticulata,Senna,reticulata,Fabaceae,Fabales,Angiosperms,4,4,3,4,0.47,0.45,0.52,0.42
Sextonia rubra,Sextonia,rubra,Lauraceae,Laurales,Angiosperms,55,18,6,20,0.53,0.53,0.53,0.55
Simaba guianensis,Simaba,guianensis,Simaroubaceae,Sapindales,Angiosperms,5,3,2,3,0.43,0.43,0.48,0.43
Simarouba amara,Simarouba,amara,Simaroubaceae,Sapindales,Angiosperms,136,37,16,55,0.4,0.39,0.45,0.38
Simarouba cedron,Simarouba,cedron,Simaroubaceae,Sapindales,Angiosperms,1,1,1,1,0.46,0.47,0.49,0.5
Simarouba versicolor,Simarouba,versicolor,Simaroubaceae,Sapindales,Angiosperms,10,7,3,7,0.44,0.42,0.5,0.47
Siphoneugena densiflora,Siphoneugena,densiflora,Myrtaceae,Myrtales,Angiosperms,6,5,2,5,0.78,0.8,0.71,0.78
Sloanea eichleri,Sloanea,eichleri,Elaeocarpaceae,Oxalidales,Angiosperms,11,6,4,8,0.73,0.78,0.61,0.74
Sloanea grandis,Sloanea,grandis,Elaeocarpaceae,Oxalidales,Angiosperms,1,1,1,1,0.69,0.7,0.6,0.78
Sohnreyia excelsa,Sohnreyia,excelsa,Rutaceae,Sapindales,Angiosperms,1,1,1,1,0.54,0.54,0.55,0.52
Spondias mombin,Spondias,mombin,Anacardiaceae,Sapindales,Angiosperms,79,34,17,50,0.39,0.4,0.44,0.39
Staminodianthus duckei,Staminodianthus,duckei,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.72,0.72,0.66,0.77
Sterculia excelsa,Sterculia,excelsa,Malvaceae,Malvales,Angiosperms,9,5,2,6,0.45,0.45,0.5,0.45
Sterculia striata,Sterculia,striata,Malvaceae,Malvales,Angiosperms,1,1,1,1,0.4,0.4,0.47,0.4
Swartzia euxylophora,Swartzia,euxylophora,Fabaceae,Fabales,Angiosperms,2,2,2,2,0.72,0.72,0.64,0.71
Swartzia flaemingii,Swartzia,flaemingii,Fabaceae,Fabales,Angiosperms,2,2,1,2,0.73,0.73,0.65,0.74
Sweetia fruticosa,Sweetia,fruticosa,Fabaceae,Fabales,Angiosperms,17,11,3,15,0.78,0.8,0.64,0.78
Swietenia macrophylla,Swietenia,macrophylla,Meliaceae,Sapindales,Angiosperms,113,25,17,39,0.48,0.48,0.54,0.48
Syagrus romanzoffiana,Syagrus,romanzoffiana,Arecaceae,Arecales,Angiosperms,1,1,1,1,0.65,0.65,0.6,0.7
Symphonia globulifera,Symphonia,globulifera,Clusiaceae,Malpighiales,Angiosperms,109,29,21,47,0.59,0.58,0.63,0.59
Symplocos revoluta,Symplocos,revoluta,Symplocaceae,Ericales,Angiosperms,2,2,1,2,0.48,0.47,0.47,0.46
Symplocos tetrandra,Symplocos,tetrandra,Symplocaceae,Ericales,Angiosperms,8,3,1,3,0.51,0.51,0.48,0.5
Tabebuia aurea,Tabebuia,aurea,Bignoniaceae,Lamiales,Angiosperms,4,3,1,3,0.63,0.65,0.57,0.65
Tabebuia roseoalba,Tabebuia,roseoalba,Bignoniaceae,Lamiales,Angiosperms,3,3,2,3,0.65,0.65,0.58,0.68
Tachigali densiflora,Tachigali,densiflora,Fabaceae,Fabales,Angiosperms,3,3,1,3,0.62,0.63,0.61,0.68
Tachigali glauca,Tachigali,glauca,Fabaceae,Fabales,Angiosperms,11,10,1,11,0.53,0.51,0.58,0.56
Tachigali melinonii,Tachigali,melinonii,Fabaceae,Fabales,Angiosperms,18,7,5,10,0.5,0.49,0.63,0.51
Tachigali paniculata,Tachigali,paniculata,Fabaceae,Fabales,Angiosperms,15,8,3,12,0.58,0.55,0.62,0.59
Tachigali vulgaris,Tachigali,vulgaris,Fabaceae,Fabales,Angiosperms,10,7,2,7,0.63,0.63,0.63,0.64
Talisia megaphylla,Talisia,megaphylla,Sapindaceae,Sapindales,Angiosperms,2,2,2,2,0.72,0.73,0.67,0.72
Tapirira guianensis,Tapirira,guianensis,Anacardiaceae,Sapindales,Angiosperms,95,30,13,41,0.49,0.48,0.52,0.47
Taralea nudipes,Taralea,nudipes,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.75,0.76,0.67,0.79
Taralea oppositifolia,Taralea,oppositifolia,Fabaceae,Fabales,Angiosperms,10,7,6,9,0.78,0.82,0.67,0.8
Terminalia amazonia,Terminalia,amazonia,Combretaceae,Myrtales,Angiosperms,51,25,15,33,0.67,0.67,0.65,0.67
Terminalia argentea,Terminalia,argentea,Combretaceae,Myrtales,Angiosperms,8,6,2,6,0.71,0.72,0.67,0.7
Terminalia fagifolia,Terminalia,fagifolia,Combretaceae,Myrtales,Angiosperms,6,3,1,3,0.71,0.74,0.67,0.71
Terminalia glabrescens,Terminalia,glabrescens,Combretaceae,Myrtales,Angiosperms,5,3,1,3,0.66,0.62,0.66,0.66
Terminalia phaeocarpa,Terminalia,phaeocarpa,Combretaceae,Myrtales,Angiosperms,1,1,1,1,0.63,0.63,0.62,0.63
Tovomita macrophylla,Tovomita,macrophylla,Clusiaceae,Malpighiales,Angiosperms,2,2,2,2,0.77,0.77,0.73,0.78
Tovomita umbellata,Tovomita,umbellata,Clusiaceae,Malpighiales,Angiosperms,2,2,1,2,0.72,0.72,0.7,0.72
Trema micranthum,Trema,micranthum,Cannabaceae,Rosales,Angiosperms,34,21,12,27,0.36,0.36,0.37,0.35
Triplaris americana,Triplaris,americana,Polygonaceae,Caryophyllales,Angiosperms,14,7,4,8,0.47,0.47,0.49,0.48
Triplaris gardneriana,Triplaris,gardneriana,Polygonaceae,Caryophyllales,Angiosperms,2,2,1,2,0.57,0.58,0.54,0.62
Unonopsis guatterioides,Unonopsis,guatterioides,Annonaceae,Magnoliales,Angiosperms,3,3,3,3,0.46,0.46,0.49,0.46
Vachellia farnesiana,Vachellia,farnesiana,Fabaceae,Fabales,Angiosperms,7,6,4,7,0.73,0.74,0.67,0.74
Vantanea guianensis,Vantanea,guianensis,Humiriaceae,Malpighiales,Angiosperms,3,3,2,3,0.79,0.81,0.7,0.81
Vantanea micrantha,Vantanea,micrantha,Humiriaceae,Malpighiales,Angiosperms,4,2,2,2,0.82,0.82,0.71,0.86
Vatairea guianensis,Vatairea,guianensis,Fabaceae,Fabales,Angiosperms,11,7,4,8,0.6,0.6,0.55,0.62
Vatairea macrocarpa,Vatairea,macrocarpa,Fabaceae,Fabales,Angiosperms,4,4,2,4,0.67,0.7,0.57,0.67
Vatairea paraensis,Vatairea,paraensis,Fabaceae,Fabales,Angiosperms,5,3,2,3,0.67,0.68,0.58,0.7
Vatairea sericea,Vatairea,sericea,Fabaceae,Fabales,Angiosperms,4,4,1,4,0.63,0.63,0.57,0.67
Vataireopsis araroba,Vataireopsis,araroba,Fabaceae,Fabales,Angiosperms,5,5,1,5,0.57,0.57,0.58,0.61
Vataireopsis iglesiasii,Vataireopsis,iglesiasii,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.54,0.54,0.56,0.52
Virola duckei,Virola,duckei,Myristicaceae,Magnoliales,Angiosperms,4,3,3,4,0.51,0.5,0.52,0.53
Virola flexuosa,Virola,flexuosa,Myristicaceae,Magnoliales,Angiosperms,34,5,3,12,0.45,0.45,0.49,0.5
Virola multicostata,Virola,multicostata,Myristicaceae,Magnoliales,Angiosperms,4,3,2,3,0.47,0.46,0.47,0.46
Virola sebifera,Virola,sebifera,Myristicaceae,Magnoliales,Angiosperms,87,20,12,29,0.47,0.47,0.49,0.47
Virola surinamensis,Virola,surinamensis,Myristicaceae,Magnoliales,Angiosperms,37,16,11,22,0.4,0.4,0.45,0.41
Virola urbaniana,Virola,urbaniana,Myristicaceae,Magnoliales,Angiosperms,1,1,1,1,0.4,0.4,0.47,0.36
Vitex cymosa,Vitex,cymosa,Lamiaceae,Lamiales,Angiosperms,7,7,4,7,0.56,0.56,0.55,0.55
